review	constructive
TITLE: Outstanding! | TEXT: The kaiseki dinner at Wa'z is one of the best dining experiences I've had. Service was attentive and each course as well as the paired sakes were explained. If Seattle had Michelin stars, this restaurant would be on their list.   We were lucky to sit at the counter and were able to watch as dishes were prepared. There were eight courses that were paced well over about two hours. For me, the highlights included Copper River salmon sashimi, wagyu that melted in your mouth, grilled eel, and tuna nigiri, but each course was fantastic. The chef and other staff spoke to us about the provenance of the food as well as providing stories/history on why we were eating certain items.  At $600+ for dinner for two (including alcohol), this is a special occasion restaurant, but the experience was worth it.	1
TITLE: Beyond incredible, one of the best dining experiences ever! | TEXT: There are not enough superlatives to describe our dining experience at Eem.  The White curry with Brisket Burnt-ends was absolutely superb, the Massaman curry with smoked lamb shoulder was beyond incredible, the Very Spicy Papaya Salad was delightful (and a good challenge to any pepper heads) and the Thai-style Ceviche provided an exemplary presentation and tasting of kanpachi.  You could really sense that the entire restaurant staff from greeters to servers to line cooks and chefs were committed to providing a memorable dining experience.   We can't wait to go back and try out the other menu items!	1
"TITLE: Nothing spectacular | TEXT: The restaurant is in an older building that is looking tired inside (and that's different than vintage). It doesn't really have any identifiable appeal. However, the food was good and everyone seemed to enjoy their meals. Many people took advantage of the ""dine in Portland"" $33 - 3 course special. I had crab cakes that were very tasty. Brussel sprout appetizers and the fresh bread were both fabulous."	1
TITLE: Riff of Miami not nice | TEXT: I hope you read my review before you eat and not after as i did. Food average Told Happy hour ..but 2 beers still cost € $25 for 2 beers. Service 20% and we were shouted at tat we had to pay it. Not a good example of how to treat customers in your town AVOID AVOID AVOID. This has left a very bad impression of your town and your restaurant.   Rip off	1
TITLE: Great neighborhood spot to grab a bite | TEXT: We have eaten here several times for a Hicks meal or dessert.  This restaurant has a wide variety of delicious food from hamburgers to Asian stew over rice.  Plus they have specialty coffees, ice cream and baked goods.  There is something on their menu to satisfy everyone’s palate.	0
TITLE: Perfect ! | TEXT: One of the most beautiful restaurants I’ve been to. Perfect rooftop location and great atmosphere.. Drinks and food were outstanding. This was my favorite dining experience on my trip to Boston. I will definitely be back.	0
TITLE: Inattentive time wasters | TEXT: I sat at the bar but was not told that the hostess seats people at the bar.  I waited 10 minutes watching the bartender ignore me.  Then I asked for a table and had to wait longer.  I spent 15 minutes waiting for anyone to acknowledge me.  This used to be a nice place but they went downhill fast!  My waitress apologized and I finally got my order in, but now I know where not to go if I am looking for a place that does not treat customers like trash.	1
TITLE: Overrated | TEXT: When we arrived we had to wait for our table which we didnt mind and was told to wait at the bar, but this was soooo busy and struggled to get to the bar. Kids sat at the bar too which we didnt like. Got our table which was near the bar and had people banging into us. My partner asked the woman at the reservations desk if we could move to the other table of two which had just been set up and got told if we want to wait an hour and  a half for a new table then we can but otherwise we had no choice but to sit there!!!! We was not happy about this as she was rude with it. Our server was lovely couldnt fault her (didnt catch her name) and the food was average. Once we got our bill we was shocked at the price as we have had nicer and better service for less.	1
"TITLE: Awesome Food, Awesome People | TEXT: Stopped in today for lunch.  The people were super nice and very accommodating for my handicapped brother.  We ordered and sat down.  They brought our soft drinks to us.  After a little while out came my brother's ""club"" sandwich on Dutch Crust which he loved.  His garlic fries looked so good I had to try them.  Terrific.  I had heard about the ""A Plate Above"" meal and had to try it.  It came out and to my surprise it actually looked bigger and better than I had expected.  My three items were Kalbi short ribs, Teriyaki beef steak, and deep fried shrimp all serve on a bed of white rice with a side of mac salad.  It was a fantastic meal for only $13.95.  I could only eat half before getting full.  We were checked on at least twice to see if we need anything by a smiling young lady.  Once the boss came out to tell us about the deals they are having for vets on Veterans Day.  He was all smiles too... as were we.  I live 50 miles away and I may become a steady customer!"	1
TITLE: Quick bite | TEXT: A quick bite and drinks in the bar area. Service was top notch. No issues.  Nothing special but easy if you are a guest of the hotel.	0
